S/T code,S/T name,LGA code,LGA name,0-4,5–9,10–14,15–19,20–24,25–29,30–34,35–39,40–44,45–49,50–54,55–59,60–64,65–69,70–74,75–79,80–84,85 and over,Total Persons
4,South Australia,48410,West Torrens (C),3221,2960,2670,2972,5184,5581,5180,4284,3611,3864,3623,3482,2897,2552,2346,1936,1632,2110,60105
4,South Australia,48540,Whyalla (C),1342,1440,1456,1366,1126,1424,1400,1197,1223,1571,1590,1537,1274,1067,975,809,510,459,21766
4,South Australia,48640,Wudinna (DC),70,120,91,59,61,68,75,83,70,79,74,92,106,97,45,38,24,42,1294
4,South Australia,48750,Yankalilla (DC),232,264,293,243,180,170,240,223,259,335,355,476,578,574,457,312,141,146,5478
4,South Australia,48830,Yorke Peninsula (DC),478,557,545,507,363,361,420,457,472,575,735,1016,1070,1120,1077,671,433,471,11328
4,South Australia,49399,Unincorporated SA,159,168,173,112,156,263,307,250,233,329,285,339,254,214,132,72,39,35,3520
5,Western Australia,50080,Albany (C),2130,2312,2621,2610,1906,1901,2201,2021,2208,2526,2404,2730,2475,2395,1862,1429,1025,1070,37826
5,Western Australia,50210,Armadale (C),7850,6747,5624,4928,5673,7041,8211,7210,5613,5365,4838,4657,3996,3479,2682,1681,1096,943,87634
5,Western Australia,50250,Ashburton (S),724,736,470,219,317,1328,1941,1717,1477,1338,1131,975,596,242,64,35,11,8,13329
5,Western Australia,50280,Augusta-Margaret River (S),1132,1221,1107,875,504,741,1055,1269,1242,1218,967,1033,988,862,591,391,248,256,15700
5,Western Australia,50350,Bassendean (T),1084,966,801,792,916,1013,1317,1188,1095,1156,1007,1015,861,780,630,439,340,339,15739
5,Western Australia,50420,Bayswater (C),4210,3513,3188,3193,4498,5755,6491,5334,4493,4557,4117,4117,3761,3315,2830,1949,1423,1488,68232
5,Western Australia,50490,Belmont (C),2767,2243,1749,1660,3222,4574,4452,3425,2711,2445,2223,2303,1974,1679,1338,1057,846,842,41510
5,Western Australia,50560,Beverley (S),73,84,103,85,40,63,67,101,90,110,114,162,159,161,139,95,58,44,1748
5,Western Australia,50630,Boddington (S),142,121,115,74,54,98,141,136,136,137,156,127,126,103,69,58,23,17,1833
5,Western Australia,50770,Boyup Brook (S),112,126,119,67,31,48,92,91,114,112,128,139,143,148,117,79,57,33,1756
5,Western Australia,50840,Bridgetown-Greenbushes (S),218,287,355,266,132,140,161,219,270,321,330,422,394,440,340,228,101,98,4722
5,Western Australia,50910,Brookton (S),83,69,44,25,54,49,54,63,31,87,65,61,49,81,57,42,28,23,965
5,Western Australia,50980,Broome (S),1400,1448,1296,978,892,1345,1613,1313,1291,1184,1043,1085,879,570,322,169,77,47,16952
5,Western Australia,51080,Broomehill-Tambellup (S),91,103,88,47,38,54,69,79,64,69,82,93,74,58,50,39,16,18,1132
5,Western Australia,51120,Bruce Rock (S),53,68,72,31,48,45,49,56,66,60,64,63,67,74,58,20,26,20,940
5,Western Australia,51190,Bunbury (C),1997,1832,1841,1792,1747,2050,2007,1951,1872,2134,2062,2236,2120,1808,1602,1055,783,887,31776
5,Western Australia,51260,Busselton (C),2188,2793,2796,2484,1554,1710,2193,2540,2623,2875,2437,2438,2544,2487,2112,1364,900,888,38926
5,Western Australia,51310,Cambridge (T),1503,2174,2259,1875,1653,1660,1374,1680,1952,2331,2007,1851,1554,1220,1017,779,694,898,28481
5,Western Australia,51330,Canning (C),5433,5564,5855,5967,8690,7921,6918,6716,5988,6041,5334,5100,4664,4130,3246,2221,1569,1608,92965
5,Western Australia,51400,Capel (S),1218,1389,1590,1600,919,920,1047,1134,1313,1509,1286,1117,920,776,625,355,181,123,18022
5,Western Australia,51470,Carnamah (S),34,23,37,23,11,48,24,38,26,33,43,62,45,31,32,12,10,9,541
5,Western Australia,51540,Carnarvon (S),349,363,365,233,286,369,401,320,324,404,427,362,355,307,221,151,77,48,5362
5,Western Australia,51610,Chapman Valley (S),62,129,148,90,43,54,68,90,109,130,110,120,93,76,82,45,21,22,1492
5,Western Australia,51680,Chittering (S),263,388,423,445,270,203,255,345,357,486,515,472,376,350,274,177,90,53,5742
5,Western Australia,51750,Claremont (T),462,554,694,957,715,692,542,504,571,723,681,592,611,585,573,462,328,458,10704
5,Western Australia,51820,Cockburn (C),8157,7614,6709,6484,7245,8411,9649,9191,8101,8157,7031,6432,5508,4496,3364,2403,1739,1474,112165
5,Western Australia,51890,Collie (S),526,582,597,550,479,497,516,477,464,584,583,647,649,576,470,237,161,159,8754
5,Western Australia,51960,Coolgardie (S),306,243,237,257,179,276,261,258,204,257,277,246,172,158,99,51,14,11,3506
5,Western Australia,52030,Coorow (S),56,44,54,34,16,50,49,34,55,51,96,88,114,110,75,44,29,5,1004
5,Western Australia,52100,Corrigin (S),63,85,82,43,55,60,60,62,51,89,62,78,99,89,56,40,36,36,1146
5,Western Australia,52170,Cottesloe (T),404,490,574,573,452,561,458,485,420,565,605,581,544,511,377,235,153,200,8188
5,Western Australia,52240,Cranbrook (S),63,89,72,34,24,49,53,75,72,66,70,77,105,74,65,49,28,12,1077
5,Western Australia,52310,Cuballing (S),36,56,62,41,24,32,57,48,50,66,72,73,44,85,58,32,17,9,862
5,Western Australia,52380,Cue (S),11,4,4,4,2,15,9,7,8,9,10,18,21,14,10,2,0,0,148
5,Western Australia,52450,Cunderdin (S),93,81,110,136,72,81,89,97,76,75,74,93,115,71,53,56,34,34,1440
5,Western Australia,52520,Dalwallinu (S),107,116,88,55,74,99,92,125,82,98,91,106,92,74,48,31,32,21,1431
5,Western Australia,52590,Dandaragan (S),162,194,159,115,119,202,216,167,155,233,230,254,250,273,244,143,92,51,3259
5,Western Australia,52660,Dardanup (S),1107,1073,967,953,785,925,1006,973,855,932,876,898,815,709,563,405,286,240,14368
5,Western Australia,52730,Denmark (S),284,399,407,386,149,189,208,308,361,437,440,516,496,539,468,284,166,117,6154
5,Western Australia,52800,Derby-West Kimberley (S),796,713,717,508,608,716,723,652,506,510,461,472,367,268,131,50,29,28,8255
5,Western Australia,52870,Donnybrook-Balingup (S),332,379,404,384,184,262,285,313,348,419,411,484,536,442,389,249,116,125,6062
5,Western Australia,52940,Dowerin (S),65,52,40,20,36,18,44,45,37,48,40,31,57,71,29,17,18,8,676
5,Western Australia,53010,Dumbleyung (S),68,47,31,16,13,41,47,50,52,39,43,59,45,47,33,30,12,3,676
5,Western Australia,53080,Dundas (S),26,29,33,27,23,56,55,47,31,62,75,79,65,53,39,20,11,4,735
5,Western Australia,53150,East Fremantle (T),372,467,597,475,484,389,383,453,507,675,603,617,497,433,315,203,161,180,7811
5,Western Australia,53220,East Pilbara (S),607,627,440,378,492,1225,1629,1300,1088,898,818,752,382,197,78,24,24,11,10970
5,Western Australia,53290,Esperance (S),937,953,1041,1045,662,842,874,779,840,996,1043,999,858,734,657,462,310,249,14281
5,Western Australia,53360,Exmouth (S),198,202,170,142,94,192,231,248,222,219,196,184,188,138,112,67,19,14,2836
5,Western Australia,53430,Fremantle (C),1724,1516,1362,1344,1609,2228,2687,2275,1964,2203,2079,2241,1933,1831,1391,998,724,759,30868
5,Western Australia,53570,Gingin (S),249,253,318,255,215,306,266,252,276,343,351,408,433,499,395,234,134,71,5258
5,Western Australia,53640,Gnowangerup (S),90,97,56,32,49,82,84,68,76,91,79,92,109,84,57,27,19,15,1207
5,Western Australia,53710,Goomalling (S),49,87,70,43,31,39,55,59,46,90,72,78,72,83,46,36,35,20,1011
5,Western Australia,53780,Gosnells (C),9149,8963,7926,7676,8788,9199,10033,10094,8496,8159,7143,6564,5927,5031,4047,2728,1824,1578,123325
5,Western Australia,53800,Greater Geraldton (C),2628,2771,2796,2765,2131,2276,2427,2372,2397,2847,2630,2579,2253,1845,1548,1084,749,640,38738
5,Western Australia,53920,Halls Creek (S),355,297,303,232,323,324,301,246,209,213,156,156,167,98,62,23,8,17,3490
5,Western Australia,53990,Harvey (S),1873,2094,2161,2067,1309,1477,1766,1764,1822,1965,1930,1740,1729,1415,1171,716,480,319,27798
5,Western Australia,54060,Irwin (S),161,197,249,212,113,90,145,190,194,218,253,275,315,316,255,180,107,90,3560
5,Western Australia,54130,Jerramungup (S),92,99,100,21,37,53,87,94,62,55,90,112,72,63,36,34,15,11,1133
5,Western Australia,54170,Joondalup (C),9255,10691,10963,10792,10545,8348,9206,10047,10757,12182,11351,11370,10101,8861,6658,3750,2508,2646,160031
5,Western Australia,54200,Kalamunda (C),3629,3943,3912,4033,3510,3341,3802,3962,3873,4084,3814,3733,3245,3163,2648,1887,1299,1068,58946
5,Western Australia,54280,Kalgoorlie - Boulder (C),2633,2288,2025,1829,1869,2568,2683,2417,2067,2217,1895,1857,1385,970,584,380,170,161,29998
5,Western Australia,54310,Karratha (C),2151,2009,1612,1207,1090,1946,2601,2238,1898,1732,1357,1145,644,408,186,107,41,42,22414
5,Western Australia,54340,Katanning (S),249,318,296,205,248,234,254,233,237,268,293,292,269,198,185,128,96,82,4085
5,Western Australia,54410,Kellerberrin (S),55,59,96,85,42,58,51,74,53,80,102,94,70,90,58,49,46,45,1207
5,Western Australia,54480,Kent (S),58,37,32,15,17,25,29,61,48,37,43,34,35,35,25,15,11,5,562
5,Western Australia,54550,Kojonup (S),137,168,120,57,83,73,131,99,108,141,149,158,144,131,86,77,56,62,1980
5,Western Australia,54620,Kondinin (S),60,39,64,17,21,42,69,53,62,65,74,80,63,46,44,32,22,17,870
5,Western Australia,54690,Koorda (S),34,36,20,13,10,15,23,23,23,31,27,38,38,25,21,18,8,5,408
5,Western Australia,54760,Kulin (S),65,62,46,11,34,44,37,62,46,57,51,58,51,57,30,22,17,24,774
5,Western Australia,54830,Kwinana (C),3849,3330,2663,2377,3156,3983,4533,3794,2985,2832,2355,2020,1600,1378,1037,763,482,374,43511
5,Western Australia,54900,Lake Grace (S),105,126,97,27,31,68,89,73,97,91,84,96,103,77,53,34,19,12,1282
5,Western Australia,54970,Laverton (S),44,56,56,22,52,131,175,118,80,108,105,105,79,42,9,16,3,5,1206
5,Western Australia,55040,Leonora (S),120,99,76,30,64,179,174,152,127,116,114,76,79,67,27,14,8,7,1529
5,Western Australia,55110,Mandurah (C),5101,5459,5248,5018,4874,4531,4778,4705,4717,5396,5276,5442,5234,5403,5280,3917,2660,2263,85302
5,Western Australia,55180,Manjimup (S),530,515,657,659,393,427,408,476,498,652,674,770,676,564,493,337,204,226,9159
5,Western Australia,55250,Meekatharra (S),77,58,52,49,42,101,128,78,70,64,67,73,71,41,27,6,3,1,1008
5,Western Australia,55320,Melville (C),5316,6058,6336,6596,7134,6020,5791,6067,6500,7065,6558,6630,6261,5733,4615,3288,2550,3422,101940
5,Western Australia,55390,Menzies (S),24,24,25,35,33,48,59,45,46,43,45,37,23,22,10,2,0,0,521
5,Western Australia,55460,Merredin (S),218,246,207,229,301,223,200,171,176,195,223,218,235,175,141,106,60,86,3410
5,Western Australia,55530,Mingenew (S),33,32,23,17,14,22,28,25,25,41,25,49,38,24,12,8,14,2,432
5,Western Australia,55600,Moora (S),161,199,194,127,118,128,113,126,175,180,168,196,146,118,117,68,45,47,2426
5,Western Australia,55670,Morawa (S),41,52,40,82,18,35,29,38,36,40,55,49,59,38,31,25,19,11,698
5,Western Australia,55740,Mosman Park (T),407,509,642,687,530,553,592,548,516,719,620,578,490,529,447,326,195,179,9067
5,Western Australia,55810,Mount Magnet (S),42,29,26,20,8,20,34,22,31,32,36,35,48,38,27,10,2,4,464
5,Western Australia,55880,Mount Marshall (S),55,34,48,12,2,31,42,48,34,38,40,34,31,24,25,10,4,6,518
5,Western Australia,55950,Mukinbudin (S),49,32,30,8,23,33,37,39,20,47,29,36,49,37,24,10,20,8,531
5,Western Australia,56090,Mundaring (S),1978,2323,2599,2581,2237,1949,2288,2398,2508,3053,3009,2930,2546,2275,1910,1213,727,615,39139
5,Western Australia,56160,Murchison (S),11,17,2,6,8,13,11,8,9,18,16,22,9,6,2,4,0,0,162
5,Western Australia,56230,Murray (S),951,1160,1203,1105,943,830,901,909,1030,1218,1181,1204,1184,1194,1036,741,525,338,17653
5,Western Australia,56300,Nannup (S),68,76,92,39,31,31,56,64,58,93,118,131,130,147,114,81,18,16,1363
5,Western Australia,56370,Narembeen (S),71,45,44,29,46,49,66,28,43,43,47,83,57,39,54,34,21,38,837
5,Western Australia,56460,Narrogin (S),291,370,318,405,253,285,262,242,267,326,305,360,349,322,249,162,140,134,5040
5,Western Australia,56580,Nedlands (C),1103,1570,1742,1707,1732,1252,871,1087,1370,1586,1563,1448,1359,1243,1099,710,481,631,22554
5,Western Australia,56620,Ngaanyatjarraku (S),144,138,147,126,165,147,179,147,122,107,73,88,68,24,51,14,2,5,1747
5,Western Australia,56730,Northam (S),664,690,742,686,577,673,672,678,677,762,718,841,777,694,564,350,226,199,11190
5,Western Australia,56790,Northampton (S),174,177,184,111,72,121,151,152,171,193,236,282,324,281,188,132,73,55,3077
5,Western Australia,56860,Nungarin (S),9,13,13,11,20,16,9,15,9,23,17,27,24,17,4,11,6,3,247
5,Western Australia,56930,Peppermint Grove (S),47,79,160,234,129,91,69,54,67,94,132,111,126,93,94,58,29,54,1721
5,Western Australia,57000,Perenjori (S),34,44,24,6,17,42,67,49,38,54,59,53,53,31,11,6,4,4,596
5,Western Australia,57080,Perth (C),953,456,275,944,3759,4969,4226,2580,1406,1339,1211,1217,1291,1006,880,587,364,299,27762
5,Western Australia,57140,Pingelly (S),71,65,83,48,26,41,54,44,47,82,84,99,117,96,76,59,38,22,1152
5,Western Australia,57210,Plantagenet (S),269,326,347,316,217,219,222,286,323,406,394,402,413,377,298,201,126,107,5249
5,Western Australia,57280,Port Hedland (T),1533,1348,900,719,731,1432,1773,1375,1093,1091,1001,851,520,290,156,97,23,42,14975
5,Western Australia,57350,Quairading (S),59,57,69,36,28,57,43,41,40,68,51,88,103,81,71,56,32,27,1007
5,Western Australia,57420,Ravensthorpe (S),105,75,64,30,46,94,114,98,109,83,146,130,113,131,120,80,37,23,1598
5,Western Australia,57490,Rockingham (C),9880,10348,9670,8631,9003,9704,9884,9256,8673,9255,8482,7735,6130,5076,4520,3190,2126,1826,133389
5,Western Australia,57630,Sandstone (S),1,0,1,3,0,4,3,0,8,3,10,6,12,14,15,1,0,0,81
5,Western Australia,57700,Serpentine-Jarrahdale (S),2772,2580,2247,1943,1979,2623,2725,2351,1958,2098,1925,1706,1313,988,833,470,229,193,30933
5,Western Australia,57770,Shark Bay (S),64,66,48,16,47,56,65,85,53,45,51,78,77,79,74,27,6,9,946
5,Western Australia,57840,South Perth (C),2179,2087,2095,2511,4155,3789,3430,2971,2648,2713,2576,2687,2550,2366,1725,1183,813,1076,43554
5,Western Australia,57910,Stirling (C),14115,12204,11328,10863,13537,18920,21291,17191,14621,14392,12726,12407,11430,9902,8417,6559,5038,5308,220249
5,Western Australia,57980,Subiaco (C),924,914,906,832,972,1472,1377,1207,1104,1107,1054,1005,949,973,842,599,439,430,17106
5,Western Australia,58050,Swan (C),11196,10585,9741,9324,9804,11422,12027,10965,9568,10072,9122,8303,6531,5098,3899,2582,1705,1430,143374
5,Western Australia,58190,Tammin (S),33,24,47,22,13,12,15,33,16,26,39,36,26,18,20,16,3,2,401
5,Western Australia,58260,Three Springs (S),56,50,38,13,16,18,51,46,45,38,28,42,28,51,28,24,7,12,591
5,Western Australia,58330,Toodyay (S),190,208,236,233,153,149,168,218,221,304,406,462,387,441,327,183,94,47,4427
5,Western Australia,58400,Trayning (S),19,19,24,6,8,26,9,20,10,29,24,45,25,23,20,25,7,9,348
5,Western Australia,58470,Upper Gascoyne (S),22,32,22,23,26,28,32,13,9,9,17,16,9,11,5,2,2,1,279
5,Western Australia,58510,Victoria Park (T),2184,1588,1240,1362,3469,4364,4210,3077,2350,2179,1977,1893,1735,1431,1098,784,635,1025,36601
5,Western Australia,58540,Victoria Plains (S),49,57,52,34,38,44,53,60,72,79,88,98,59,41,46,36,17,11,934
5,Western Australia,58570,Vincent (C),1949,1809,1386,1225,2518,4509,4736,3427,2500,2378,2093,1957,1622,1277,946,669,528,559,36088
5,Western Australia,58610,Wagin (S),80,120,133,91,64,67,69,87,120,110,126,159,146,155,124,84,46,43,1824
5,Western Australia,58680,Wandering (S),25,22,35,14,9,10,23,22,30,40,35,41,28,32,20,25,14,6,431
5,Western Australia,58760,Wanneroo (C),16083,15830,14387,13816,14234,15365,16593,15382,14473,14817,12701,10697,8305,6979,5658,3893,2406,2060,203679
5,Western Australia,58820,Waroona (S),250,226,283,267,175,193,244,235,201,272,290,344,297,308,194,172,114,104,4169
5,Western Australia,58890,West Arthur (S),46,74,43,26,31,32,33,53,36,60,63,76,81,47,45,25,9,18,798
5,Western Australia,59030,Westonia (S),12,17,15,9,23,20,24,26,24,15,18,19,37,13,13,8,6,3,302
5,Western Australia,59100,Wickepin (S),60,67,36,17,14,43,42,42,42,52,58,64,60,34,36,31,21,11,730
5,Western Australia,59170,Williams (S),92,78,56,20,31,60,87,61,63,38,71,78,101,60,48,32,26,22,1024
5,Western Australia,59250,Wiluna (S),34,22,21,11,29,87,128,63,72,55,62,39,36,32,9,4,2,0,706
5,Western Australia,59310,Wongan-Ballidu (S),89,120,85,42,52,49,81,82,92,85,65,118,98,88,77,40,13,23,1299
5,Western Australia,59320,Woodanilling (S),32,37,28,10,17,31,27,34,15,22,36,40,31,26,14,15,6,7,428
5,Western Australia,59330,Wyalkatchem (S),22,24,27,9,13,23,35,13,19,37,40,42,42,36,34,28,26,28,498
5,Western Australia,59340,Wyndham-East Kimberley (S),692,581,477,361,500,611,660,541,493,495,466,531,422,246,118,87,18,18,7317
5,Western Australia,59350,Yalgoo (S),9,15,15,12,18,32,37,39,25,29,31,29,30,10,10,8,5,3,357
5,Western Australia,59360,Yilgarn (S),68,59,50,24,37,80,78,72,67,106,132,123,75,84,43,40,17,14,1169
5,Western Australia,59370,York (S),173,242,198,166,104,112,149,183,181,191,268,308,348,313,260,199,117,79,3591
6,Tasmania,60210,Break O`Day (M),293,309,278,281,185,197,192,265,292,367,415,608,677,666,538,340,185,144,6232
6,Tasmania,60410,Brighton (M),1397,1420,1269,1137,1186,1200,1130,1138,1062,1127,1000,1045,986,810,673,365,205,144,17294
6,Tasmania,60610,Burnie (C),1176,1178,1236,1327,1260,1273,1124,1109,1031,1292,1300,1320,1220,1085,889,620,491,417,19348
6,Tasmania,60810,Central Coast (M) (Tas.),1056,1243,1388,1329,1043,1069,1069,1060,1168,1400,1560,1858,1633,1563,1344,947,621,553,21904
6,Tasmania,61010,Central Highlands (M) (Tas.),115,135,126,90,55,92,88,125,95,111,166,211,202,219,163,89,39,23,2144
6,Tasmania,61210,Circular Head (M),525,578,559,489,495,492,466,442,408,525,520,684,531,468,390,245,154,95,8066
6,Tasmania,61410,Clarence (C),3274,3627,3417,3196,3144,3255,3535,3557,3406,3832,3580,3961,3674,3402,2979,2089,1435,1582,56945
6,Tasmania,61510,Derwent Valley (M),569,672,716,631,495,535,541,606,629,718,701,865,665,641,533,361,255,157,10290
6,Tasmania,61610,Devonport (C),1436,1623,1619,1587,1407,1560,1386,1334,1425,1750,1500,1703,1652,1585,1433,1002,698,715,25415
6,Tasmania,61810,Dorset (M),330,367,420,362,264,309,350,325,323,402,443,585,552,535,411,282,216,176,6652
6,Tasmania,62010,Flinders (M) (Tas.),49,59,37,32,26,49,44,35,57,46,71,87,121,98,90,61,12,13,987
6,Tasmania,62210,George Town (M),377,402,459,403,302,356,313,327,346,431,526,515,538,566,435,298,186,151,6931
6,Tasmania,62410,Glamorgan - Spring Bay (M),174,168,186,163,133,162,185,191,229,289,295,383,476,529,432,267,138,128,4528
6,Tasmania,62610,Glenorchy (C),2888,2966,2926,2868,3098,3347,3449,2988,2816,3046,3041,3124,2732,2381,2088,1589,1153,1136,47636
6,Tasmania,62810,Hobart (C),2433,2719,2640,3102,5127,4778,3903,3288,3215,3444,3055,3501,3163,3038,2252,1480,1126,1420,53684
6,Tasmania,63010,Huon Valley (M),986,1013,1124,988,739,798,940,941,984,1188,1202,1466,1333,1292,996,572,382,275,17219
6,Tasmania,63210,Kentish (M),283,319,407,362,281,256,330,326,310,464,524,642,486,492,397,225,109,111,6324
6,Tasmania,63410,King Island (M),91,78,97,69,63,106,101,101,76,101,88,111,142,113,94,73,51,46,1601
6,Tasmania,63610,Kingborough (M),2289,2518,2557,2482,1821,1885,2214,2227,2364,2659,2333,2628,2510,2288,2017,1302,849,791,37734
6,Tasmania,63810,Latrobe (M) (Tas.),560,655,682,592,466,553,606,568,586,790,779,835,839,907,774,534,341,262,11329
6,Tasmania,64010,Launceston (C),3977,4106,3905,4307,5471,4812,4267,4000,3881,4511,4139,4246,3880,3520,3202,2116,1505,1604,67449
6,Tasmania,64210,Meander Valley (M),1003,1160,1207,1208,985,935,1030,1033,1105,1345,1444,1450,1448,1352,1181,794,531,502,19713
6,Tasmania,64610,Northern Midlands (M),767,779,764,716,678,741,693,668,732,894,946,1053,1031,920,804,506,345,263,13300
6,Tasmania,64810,Sorell (M),921,946,949,875,793,927,886,940,914,987,1059,1198,1050,962,784,490,272,265,15218
6,Tasmania,65010,Southern Midlands (M),327,362,424,402,304,312,314,314,336,446,485,524,467,407,308,178,101,107,6118
6,Tasmania,65210,Tasman (M),81,100,115,90,52,84,89,95,106,155,174,264,261,258,190,143,73,74,2404
6,Tasmania,65410,Waratah - Wynyard (M),758,849,811,794,594,682,710,679,779,902,971,1069,1054,948,862,599,417,322,13800
6,Tasmania,65610,West Coast (M),236,280,258,187,151,262,258,232,246,300,348,328,349,262,208,149,73,40,4167
6,Tasmania,65810,West Tamar (M),1222,1396,1515,1539,1179,1159,1269,1217,1275,1683,1617,1829,1810,1647,1390,962,541,519,23769
7,Northern Territory,70200,Alice Springs (T),2014,1982,1704,1516,1523,2229,2292,2039,1765,1973,1842,1817,1524,989,568,398,186,173,26534
7,Northern Territory,70420,Barkly (R),679,719,605,522,650,696,596,471,450,424,467,344,304,218,137,64,39,7,7392
7,Northern Territory,70540,Belyuen (S),5,7,20,14,16,23,14,15,15,9,16,8,5,3,3,0,0,1,174
7,Northern Territory,70620,Central Desert (R),343,410,449,302,334,336,384,285,306,267,256,174,157,77,58,27,22,21,4208
7,Northern Territory,70700,Coomalie (S),67,101,85,34,42,111,73,60,58,105,104,156,130,105,93,42,13,12,1391
7,Northern Territory,71000,Darwin (C),5745,5195,4742,4485,5440,8559,9065,7193,6039,5746,5191,5088,3995,3309,2212,1396,679,534,84613
7,Northern Territory,71300,East Arnhem (R),892,970,934,1144,974,977,959,807,718,559,444,378,282,152,86,48,19,2,10345
7,Northern Territory,72200,Katherine (T),865,822,619,612,662,1089,1107,825,602,696,660,602,512,383,242,184,77,62,10621
7,Northern Territory,72300,Litchfield (M),1294,1498,1591,1437,1635,1886,2040,2052,2102,2284,2076,1951,1414,1056,715,338,148,81,25598
7,Northern Territory,72330,MacDonnell (R),508,498,439,518,663,720,629,547,495,486,369,357,294,157,98,27,35,23,6863
7,Northern Territory,72800,Palmerston (C),3804,3197,2728,2174,2898,3833,3958,3347,2714,2418,2025,1698,1243,831,480,275,139,100,37862
7,Northern Territory,73600,Roper Gulf (R),619,778,652,675,633,735,635,492,401,466,402,293,260,169,89,58,28,12,7397
7,Northern Territory,74050,Tiwi Islands (R),197,216,254,209,226,230,238,231,210,181,199,123,107,72,33,9,9,9,2753
7,Northern Territory,74550,Victoria Daly (R),273,290,238,254,308,339,232,159,179,186,180,148,132,94,58,38,19,11,3138
7,Northern Territory,74560,Wagait (S),24,25,34,19,11,31,21,27,35,53,42,54,39,51,26,5,9,2,508
7,Northern Territory,74660,West Arnhem (R),522,639,541,552,575,681,662,468,605,481,462,299,210,97,48,31,12,17,6902
7,Northern Territory,74680,West Daly (R),331,443,366,334,307,345,395,358,175,150,168,104,108,40,18,5,2,0,3649
7,Northern Territory,79399,Unincorporated NT,499,553,488,331,400,691,688,637,525,572,528,567,355,303,152,63,16,11,7379
8,Australian Capital Territory,89399,Unincorporated ACT,28503,27791,23954,24693,34854,34732,35439,33121,28726,28290,24359,23199,19654,17378,14354,9277,6367,6269,420960
9,Other Territories,99399,Unincorp. Other Territories,236,290,269,231,202,243,325,326,292,370,329,381,347,319,193,148,71,54,4626